Gene stable ID	CDS Length	Transcript count
ENSG00000133460	1500	23
ENSG00000259841		2
ENSG00000279747		1
ENSG00000224578	828	2
ENSG00000224578		2
ENSG00000145335	456	17
ENSG00000145335	423	17
ENSG00000145335		17
ENSG00000145335	480	17
ENSG00000145335	339	17
ENSG00000145335	381	17
ENSG00000145335	297	17
ENSG00000145335	348	17
ENSG00000145335	200	17
ENSG00000261263		2
ENSG00000260268		3
ENSG00000241965		1
ENSG00000249352		2
ENSG00000277159		1
ENSG00000244560		6
ENSG00000234719	774	8
ENSG00000234719	1194	8
ENSG00000234719		8
ENSG00000234719	921	8
ENSG00000234719	107	8
ENSG00000234719	753	8
ENSG00000230829		1
ENSG00000197595		1
ENSG00000243592		1
ENSG00000141200	2022	1
ENSG00000164252		4
ENSG00000164252	2145	4
ENSG00000164252	262	4
ENSG00000164252	531	4
ENSG00000233101		15
ENSG00000232684		1
ENSG00000277545		1
ENSG00000267868		1
ENSG00000106436	681	2
ENSG00000106436	504	2
ENSG00000235280		1
ENSG00000240793		1
ENSG00000269356		1
ENSG00000269376		1
ENSG00000122299	2916	17
ENSG00000122299		17
ENSG00000122299	504	17
ENSG00000122299	676	17
ENSG00000122299	2200	17
ENSG00000122299	279	17
ENSG00000122299	986	17
ENSG00000122299	458	17
ENSG00000122299	232	17
ENSG00000122299	210	17
ENSG00000122299	182	17
ENSG00000203733	618	1
ENSG00000213238		1
ENSG00000253309	1215	5
ENSG00000253309	143	5
ENSG00000253309	1275	5
ENSG00000288520	2700	1
ENSG00000108443	423	12
ENSG00000108443		12
ENSG00000108443	1509	12
ENSG00000108443	159	12
ENSG00000108443	1356	12
ENSG00000108443	1578	12
ENSG00000108443	187	12
ENSG00000108443	1419	12
ENSG00000164740		1
ENSG00000223721		1
ENSG00000275339		1
ENSG00000224477		2
ENSG00000197362	2091	2
ENSG00000197362	2349	2
ENSG00000234647		2
ENSG00000184530		2
ENSG00000184530	993	2
ENSG00000173221	321	7
ENSG00000173221		7
ENSG00000287092		1
ENSG00000217482		1
ENSG00000213881		1
ENSG00000242078		1
ENSG00000254383		1
ENSG00000286214		1
ENSG00000261618		1
ENSG00000225752		1
ENSG00000254181		1
ENSG00000259565		1
ENSG00000287550		5
ENSG00000260957		1
ENSG00000164823	1518	4
ENSG00000164823	1650	4
ENSG00000164823	624	4
ENSG00000271234		1
ENSG00000227913		1
ENSG00000128519	876	1
ENSG00000169609	258	12
ENSG00000169609	450	12
ENSG00000169609	287	12
ENSG00000169609	110	12
ENSG00000169609	504	12
ENSG00000169609	462	12
ENSG00000169609	440	12
ENSG00000169609	104	12
ENSG00000169609	207	12
ENSG00000169609		12
ENSG00000205695		1
ENSG00000218991		1
ENSG00000242246		1
ENSG00000214253	141	9
ENSG00000214253		9
ENSG00000214253	180	9
ENSG00000214253	273	9
ENSG00000214253	459	9
ENSG00000214253	243	9
ENSG00000214253	467	9
ENSG00000171408	1353	3
ENSG00000171408	601	3
ENSG00000171408	1509	3
ENSG00000232578		1
ENSG00000250697		5
ENSG00000249405		1
ENSG00000250421		2
ENSG00000259165		1
ENSG00000174600	1122	6
ENSG00000174600	1116	6
ENSG00000174600	441	6
ENSG00000174600	430	6
ENSG00000164300	1263	6
ENSG00000164300	1371	6
ENSG00000164300	1254	6
ENSG00000164300	1386	6
ENSG00000164300		6
ENSG00000206768		1
ENSG00000276063		1
ENSG00000278587		1
ENSG00000258350		1
ENSG00000213620		1
ENSG00000225457		2
ENSG00000223951		1
ENSG00000286480		1
ENSG00000222012		1
ENSG00000226764		1
ENSG00000159860		2
ENSG00000092140	362	15
ENSG00000092140		15
ENSG00000092140	1983	15
ENSG00000092140	2121	15
ENSG00000092140	1056	15
ENSG00000092140	2211	15
ENSG00000092140	393	15
ENSG00000092140	528	15
ENSG00000092140	237	15
ENSG00000092140	367	15
ENSG00000092140	304	15
ENSG00000162881	1272	1
ENSG00000122026	483	10
ENSG00000122026		10
ENSG00000122026	264	10
ENSG00000122026	366	10
ENSG00000122026	180	10
ENSG00000213307		1
ENSG00000251578		1
ENSG00000285577		1
ENSG00000040341	1617	29
ENSG00000040341	1713	29
ENSG00000040341		29
ENSG00000040341	1197	29
ENSG00000040341	1515	29
ENSG00000040341	489	29
ENSG00000040341	1440	29
ENSG00000040341	1536	29
ENSG00000040341	1476	29
ENSG00000040341	876	29
ENSG00000040341	1422	29
ENSG00000040341	1173	29
ENSG00000040341	960	29
ENSG00000040341	405	29
ENSG00000040341	612	29
ENSG00000040341	318	29
ENSG00000040341	378	29
ENSG00000040341	191	29
ENSG00000259594		3
ENSG00000185127	576	1
ENSG00000213205		1
ENSG00000270447		1
ENSG00000242280		1
ENSG00000172974		1
ENSG00000214754		1
ENSG00000154548	786	5
ENSG00000154548		5
ENSG00000154548	129	5
ENSG00000154548	126	5
ENSG00000232526		1
ENSG00000257093	1368	2
ENSG00000257093	1056	2
ENSG00000259564		2
ENSG00000259544		1
ENSG00000288092		1
ENSG00000140598	3363	11
ENSG00000140598	3210	11
ENSG00000140598	1101	11
ENSG00000140598		11
ENSG00000140598	417	11
ENSG00000140598	177	11
ENSG00000140598	91	11
ENSG00000140598	50	11
ENSG00000120860	153	13
ENSG00000120860	585	13
ENSG00000120860	522	13
ENSG00000120860	582	13
ENSG00000120860	510	13
ENSG00000120860	186	13
ENSG00000120860		13
ENSG00000120860	324	13
ENSG00000120860	234	13
ENSG00000138079	2058	10
ENSG00000138079	1695	10
ENSG00000138079	1176	10
ENSG00000138079	1509	10
ENSG00000138079	1224	10
ENSG00000138079	429	10
ENSG00000138079	555	10
ENSG00000138079	951	10
ENSG00000138079	1659	10
ENSG00000127362	951	1
ENSG00000219188		1
ENSG00000226571		6
ENSG00000231515		1
ENSG00000261748		1
ENSG00000241345		2
ENSG00000259819		1
ENSG00000272604		1
ENSG00000282499	344	1
ENSG00000130338		7
ENSG00000130338	4632	7
ENSG00000130338	2037	7
ENSG00000130338	650	7
ENSG00000087245	1755	8
ENSG00000087245	355	8
ENSG00000087245	1983	8
ENSG00000087245	603	8
ENSG00000087245	1833	8
ENSG00000087245	755	8
ENSG00000087245	68	8
ENSG00000273138		1
ENSG00000135175	330	2
ENSG00000135175		2
ENSG00000270990		1
ENSG00000243746		1
ENSG00000240578		1
ENSG00000110047	1605	13
ENSG00000110047	1647	13
ENSG00000110047		13
ENSG00000110047	918	13
ENSG00000110047	1122	13
ENSG00000110047	486	13
ENSG00000110047	445	13
ENSG00000110047	435	13
ENSG00000276557	347	1
ENSG00000248393		1
ENSG00000197558		10
ENSG00000176928	1362	2
ENSG00000248779		1
ENSG00000164190	8415	9
ENSG00000164190	8094	9
ENSG00000164190	7950	9
ENSG00000164190		9
ENSG00000164190	452	9
ENSG00000108406	2340	10
ENSG00000108406	306	10
ENSG00000108406	216	10
ENSG00000108406	2109	10
ENSG00000108406	521	10
ENSG00000108406	806	10
ENSG00000108406	750	10
ENSG00000108406		10
ENSG00000243961		1
ENSG00000132623		4
ENSG00000132623	2331	4
ENSG00000237593		1
ENSG00000213122		1
ENSG00000231244		1
ENSG00000285553		1
ENSG00000233559		4
ENSG00000230711		1
ENSG00000109163	987	2
ENSG00000109163	750	2
ENSG00000218143		1
ENSG00000278896		1
ENSG00000234986		1
ENSG00000280155		1
ENSG00000253719	294	1
ENSG00000230835		1
ENSG00000283926		1
ENSG00000284155		1
ENSG00000256614		1
ENSG00000130024	1491	6
ENSG00000130024	1497	6
ENSG00000130024		6
ENSG00000130024	1134	6
ENSG00000130024	1356	6
ENSG00000106025	918	7
ENSG00000106025	129	7
ENSG00000106025	442	7
ENSG00000106025	360	7
ENSG00000106025	338	7
ENSG00000106025	285	7
ENSG00000109471	462	2
ENSG00000109471		2
ENSG00000257530		1
ENSG00000110046	5227	6
ENSG00000110046	5817	6
ENSG00000110046	996	6
ENSG00000110046		6
ENSG00000111670	3771	11
ENSG00000111670	291	11
ENSG00000111670	352	11
ENSG00000111670		11
ENSG00000111670	1473	11
ENSG00000111670	417	11
ENSG00000111670	216	11
ENSG00000111670	207	11
ENSG00000279683		1
ENSG00000276525		1
ENSG00000196547	218	30
ENSG00000196547	152	30
ENSG00000196547	361	30
ENSG00000196547		30
ENSG00000196547	2817	30
ENSG00000196547	2391	30
ENSG00000196547	3453	30
ENSG00000196547	228	30
ENSG00000196547	583	30
ENSG00000196547	2382	30
ENSG00000196547	988	30
ENSG00000196547	790	30
ENSG00000196547	1081	30
ENSG00000196547	492	30
ENSG00000196547	956	30
ENSG00000196547	175	30
ENSG00000139780	795	1
ENSG00000132639		22
ENSG00000132639	621	22
ENSG00000132639	281	22
ENSG00000134899	384	18
ENSG00000134899		18
ENSG00000134899	3057	18
ENSG00000134899	3561	18
ENSG00000134899	132	18
ENSG00000134899	2715	18
ENSG00000262518		1
ENSG00000258648		1
ENSG00000243855		1
ENSG00000138698	367	21
ENSG00000138698	120	21
ENSG00000138698	1680	21
ENSG00000138698	117	21
ENSG00000138698	1551	21
ENSG00000138698		21
ENSG00000138698	443	21
ENSG00000138698	1824	21
ENSG00000138698	474	21
ENSG00000138698	357	21
ENSG00000138698	475	21
ENSG00000138698	1677	21
ENSG00000138698	1827	21
ENSG00000138698	757	21
ENSG00000138698	304	21
ENSG00000154975	762	9
ENSG00000154975	987	9
ENSG00000154975	129	9
ENSG00000154975	828	9
ENSG00000154975		9
ENSG00000154975	171	9
ENSG00000285524		1
ENSG00000286315		1
ENSG00000237702	344	1
ENSG00000005249	1257	3
ENSG00000005249		3
ENSG00000257609		1
ENSG00000092108	1269	72
ENSG00000092108	165	72
ENSG00000092108		72
ENSG00000092108	1599	72
ENSG00000092108	1863	72
ENSG00000092108	1776	72
ENSG00000092108	1347	72
ENSG00000092108	1464	72
ENSG00000092108	1110	72
ENSG00000092108	1926	72
ENSG00000092108	1452	72
ENSG00000092108	1806	72
ENSG00000092108	1728	72
ENSG00000092108	366	72
ENSG00000092108	1719	72
ENSG00000092108	1263	72
ENSG00000092108	1233	72
ENSG00000092108	1398	72
ENSG00000092108	870	72
ENSG00000092108	816	72
ENSG00000092108	876	72
ENSG00000092108	117	72
ENSG00000092108	1839	72
ENSG00000092108	1779	72
ENSG00000092108	258	72
ENSG00000092108	1542	72
ENSG00000092108	147	72
ENSG00000092108	228	72
ENSG00000092108	168	72
ENSG00000092108	1929	72
ENSG00000092108	327	72
ENSG00000092108	279	72
ENSG00000092108	1851	72
ENSG00000092108	1374	72
ENSG00000092108	492	72
ENSG00000092108	651	72
ENSG00000092108	318	72
ENSG00000092108	450	72
ENSG00000092108	1653	72
ENSG00000092108	1362	72
ENSG00000092108	308	72
ENSG00000084110	1974	11
ENSG00000084110	504	11
ENSG00000084110	1776	11
ENSG00000084110	463	11
ENSG00000084110		11
ENSG00000084110	1008	11
ENSG00000084110	473	11
ENSG00000084110	1350	11
ENSG00000274986		1
ENSG00000274314		1
ENSG00000068971		5
ENSG00000068971	581	5
ENSG00000068971	1494	5
ENSG00000068971	333	5
ENSG00000249231		5
ENSG00000159398	237	9
ENSG00000159398	1815	9
ENSG00000159398	1578	9
ENSG00000159398	1410	9
ENSG00000159398	1728	9
ENSG00000159398	1638	9
ENSG00000159398	1068	9
ENSG00000159398		9
ENSG00000159398	225	9
ENSG00000287407		1
ENSG00000211714	347	1
ENSG00000270640		1
ENSG00000232164		1
ENSG00000239992		1
ENSG00000181444	441	2
ENSG00000181444	1788	2
ENSG00000223897		1
ENSG00000146416	578	10
ENSG00000146416	371	10
ENSG00000146416	696	10
ENSG00000146416	717	10
ENSG00000146416	405	10
ENSG00000146416	144	10
ENSG00000146416	414	10
ENSG00000146416	738	10
ENSG00000146416	415	10
ENSG00000146416		10
ENSG00000231386		1
ENSG00000272702		2
ENSG00000230506		2
ENSG00000232448		2
ENSG00000196975		12
ENSG00000196975	900	12
ENSG00000196975	966	12
ENSG00000196975	429	12
ENSG00000196975	27	12
ENSG00000196975	23	12
ENSG00000215452		2
ENSG00000149735	390	3
ENSG00000149735	357	3
ENSG00000226965		5
ENSG00000283757		2
ENSG00000197462		1
ENSG00000225849		2
ENSG00000203335		13
ENSG00000184617		1
ENSG00000149635	1701	1
ENSG00000168070	178	6
ENSG00000168070	531	6
ENSG00000168070	651	6
ENSG00000168070		6
ENSG00000168070	345	6
ENSG00000158296	1668	11
ENSG00000158296	1809	11
ENSG00000158296	1563	11
ENSG00000158296	1659	11
ENSG00000158296	1226	11
ENSG00000158296		11
ENSG00000158296	707	11
ENSG00000158296	906	11
ENSG00000158296	746	11
ENSG00000158296	558	11
ENSG00000244036		2
ENSG00000236395		1
ENSG00000186591	552	10
ENSG00000186591	342	10
ENSG00000186591	459	10
ENSG00000186591	449	10
ENSG00000186591		10
ENSG00000186591	370	10
ENSG00000186591	189	10
ENSG00000186591	309	10
ENSG00000186625	1476	8
ENSG00000186625	936	8
ENSG00000186625		8
ENSG00000186625	842	8
ENSG00000186625	633	8
ENSG00000168062	570	5
ENSG00000168062	825	5
ENSG00000168062		5
ENSG00000168062	753	5
ENSG00000168062	465	5
ENSG00000213465	555	6
ENSG00000213465		6
ENSG00000213465	474	6
ENSG00000215568	1725	6
ENSG00000215568	626	6
ENSG00000215568	575	6
ENSG00000215568	2055	6
ENSG00000215568		6
ENSG00000075429	828	3
ENSG00000075429	498	3
ENSG00000267373		1
ENSG00000278851		1
ENSG00000270775		1
ENSG00000267147		1
ENSG00000171219	4656	4
ENSG00000171219		4
ENSG00000268056		2
ENSG00000011052	804	3
ENSG00000011052	594	3
ENSG00000011052	879	3
ENSG00000248789		2
ENSG00000100154	7446	8
ENSG00000100154	905	8
ENSG00000100154		8
ENSG00000100154	327	8
ENSG00000100154	7065	8
ENSG00000251573		2
ENSG00000167459		38
ENSG00000259064		1
ENSG00000131730	1260	12
ENSG00000131730	512	12
ENSG00000131730		12
ENSG00000131730	473	12
ENSG00000259762		1
ENSG00000103942	13	10
ENSG00000103942	1032	10
ENSG00000103942	1065	10
ENSG00000103942		10
ENSG00000103942	555	10
ENSG00000240268		2
ENSG00000278744		1
ENSG00000270157		1
ENSG00000280281		1
ENSG00000118418	300	3
ENSG00000118418	234	3
ENSG00000118418	393	3
ENSG00000140093	1335	4
ENSG00000140093	1455	4
ENSG00000106278	4485	21
ENSG00000106278	4542	21
ENSG00000106278		21
ENSG00000106278	4464	21
ENSG00000106278	171	21
ENSG00000106278	6948	21
ENSG00000106278	5727	21
ENSG00000106278	6180	21
ENSG00000106278	7065	21
ENSG00000106278	6927	21
ENSG00000106278	4347	21
ENSG00000106278	7044	21
ENSG00000106278	2643	21
ENSG00000106278	2097	21
ENSG00000272634		2
ENSG00000224371		5
ENSG00000272664		1
ENSG00000189050	1308	9
ENSG00000189050	738	9
ENSG00000189050	519	9
ENSG00000189050		9
ENSG00000189050	215	9
ENSG00000189050	669	9
ENSG00000271602		1
ENSG00000276950	207	4
ENSG00000276950	726	4
ENSG00000276950		4
ENSG00000276950	129	4
ENSG00000272559		1
ENSG00000273051		1
ENSG00000233978		1
ENSG00000279498		1
ENSG00000201980		1
ENSG00000226249		1
ENSG00000176951		1
ENSG00000270983		1
ENSG00000231070		1
ENSG00000279270	948	1
ENSG00000170099	837	3
ENSG00000170099	1218	3
ENSG00000170099	409	3
ENSG00000119203	2055	5
ENSG00000119203	408	5
ENSG00000119203	1944	5
ENSG00000119203		5
ENSG00000197984		2
ENSG00000205420	1695	5
ENSG00000205420		5
ENSG00000074935	1428	11
ENSG00000074935		11
ENSG00000074935	663	11
ENSG00000074935	162	11
ENSG00000074935	165	11
ENSG00000176904		2
ENSG00000100167	2571	7
ENSG00000100167	535	7
ENSG00000100167	1077	7
ENSG00000100167	885	7
ENSG00000100167	1053	7
ENSG00000100167	252	7
ENSG00000100167		7
ENSG00000198217		2
ENSG00000197023		1
ENSG00000125255	1047	1
ENSG00000278870	966	1
ENSG00000227023		1
ENSG00000205496	942	1
ENSG00000225003		1
ENSG00000103540	2976	11
ENSG00000103540	3039	11
ENSG00000103540		11
ENSG00000103540	150	11
ENSG00000103540	159	11
ENSG00000103540	360	11
ENSG00000224300		1
ENSG00000230261		1
ENSG00000205495	936	1
ENSG00000176787	978	1
ENSG00000258597	931	1
ENSG00000273085	926	1
ENSG00000237354		1
ENSG00000226157		1
ENSG00000203560		1
ENSG00000236897		1
ENSG00000267184		1
ENSG00000205494		3
ENSG00000197249	1257	20
ENSG00000197249	921	20
ENSG00000197249	1080	20
ENSG00000197249	317	20
ENSG00000197249	469	20
ENSG00000197249	434	20
ENSG00000197249	351	20
ENSG00000197249	278	20
ENSG00000197249	67	20
ENSG00000197249		20
ENSG00000287664		1
ENSG00000266913		2
ENSG00000176752		1
ENSG00000265664		1
ENSG00000285498		1
ENSG00000221031		1
ENSG00000121068	2139	4
ENSG00000121068	441	4
ENSG00000121068		4
ENSG00000130300	1329	3
ENSG00000130300	160	3
ENSG00000130300	566	3
ENSG00000244734	444	6
ENSG00000244734	168	6
ENSG00000244734		6
ENSG00000244734	336	6
ENSG00000244734	272	6
ENSG00000257539		1
ENSG00000245534		7
ENSG00000172458	106	4
ENSG00000172458	609	4
ENSG00000172458	271	4
ENSG00000257528		1
ENSG00000248371		3
ENSG00000257682		1
ENSG00000279289		1
ENSG00000249776		3
ENSG00000111275	1413	5
ENSG00000111275	1554	5
ENSG00000111275	240	5
ENSG00000111275	352	5
ENSG00000111275		5
ENSG00000225437		4
ENSG00000276581	4044	1
ENSG00000257178		1
ENSG00000163626	1002	5
ENSG00000163626	390	5
ENSG00000163626	1005	5
ENSG00000163626	384	5
ENSG00000163626		5
ENSG00000285879		1
ENSG00000240388		1
ENSG00000271239		1
ENSG00000217330		1
ENSG00000248587		6
ENSG00000288009		3
ENSG00000273893		1
ENSG00000260351		1
ENSG00000124091	927	1
ENSG00000176923		1
ENSG00000146385	1029	1
ENSG00000108984	1005	9
ENSG00000108984		9
ENSG00000108984	207	9
ENSG00000108984	253	9
ENSG00000108984	384	9
ENSG00000108984	837	9
ENSG00000245849		5
ENSG00000223609	426	5
ENSG00000223609	444	5
ENSG00000223609	255	5
ENSG00000223609	313	5
ENSG00000260220	6234	5
ENSG00000260220	3192	5
ENSG00000260220	2898	5
ENSG00000260220	2862	5
ENSG00000260220		5
ENSG00000101180	1338	2
ENSG00000101180	1122	2
ENSG00000105141	729	2
ENSG00000105141		2
ENSG00000225683		28
ENSG00000134056	312	5
ENSG00000134056		5
ENSG00000134056	117	5
ENSG00000134864	462	7
ENSG00000134864	97	7
ENSG00000134864	78	7
ENSG00000073417	2490	16
ENSG00000073417	2274	16
ENSG00000073417	2352	16
ENSG00000073417	687	16
ENSG00000073417	819	16
ENSG00000073417	696	16
ENSG00000073417	381	16
ENSG00000073417		16
ENSG00000248205		1
ENSG00000279198		1
ENSG00000229988		2
ENSG00000249855		1
ENSG00000260629		1
ENSG00000287447		1
ENSG00000287367		1
ENSG00000284931	444	2
ENSG00000284931	507	2
ENSG00000196503	372	3
ENSG00000196503	798	3
ENSG00000196503	264	3
ENSG00000160117	1158	11
ENSG00000160117	1848	11
ENSG00000160117		11
ENSG00000160117	1770	11
ENSG00000160117	1737	11
ENSG00000160117	1796	11
ENSG00000160117	2010	11
ENSG00000196565	444	3
ENSG00000196565	279	3
ENSG00000196565	93	3
ENSG00000188559	5222	5
ENSG00000188559	5622	5
ENSG00000188559	752	5
ENSG00000188559	682	5
ENSG00000188559		5
ENSG00000145623	1029	5
ENSG00000145623	2940	5
ENSG00000145623	567	5
ENSG00000145623	188	5
ENSG00000145623	107	5
ENSG00000180332	780	1
ENSG00000162882		7
ENSG00000162882	861	7
ENSG00000162882	530	7
ENSG00000239920	243	5
ENSG00000239920		5
ENSG00000119314	1575	8
ENSG00000119314	1659	8
ENSG00000119314	1374	8
ENSG00000119314		8
ENSG00000119314	548	8
ENSG00000119314	231	8
ENSG00000119314	1677	8
ENSG00000119314	1668	8
ENSG00000165300	2877	2
ENSG00000213931	444	3
ENSG00000286339		1
ENSG00000135521	1428	1
ENSG00000164073	1557	62
ENSG00000164073		62
ENSG00000164073	1443	62
ENSG00000164073	597	62
ENSG00000164073	711	62
ENSG00000164073	1356	62
ENSG00000164073	462	62
ENSG00000164073	810	62
ENSG00000164073	696	62
ENSG00000164073	1011	62
ENSG00000164073	1242	62
ENSG00000164073	1107	62
ENSG00000164073	897	62
ENSG00000164073	1384	62
ENSG00000164073	1422	62
ENSG00000164073	807	62
ENSG00000164073	40	62
ENSG00000164073	140	62
ENSG00000164073	876	62
ENSG00000164073	690	62
ENSG00000164073	765	62
ENSG00000164073	441	62
ENSG00000164073	555	62
ENSG00000164073	576	62
ENSG00000164073	1275	62
ENSG00000164073	1368	62
ENSG00000164073	347	62
ENSG00000164073	747	62
ENSG00000164073	494	62
ENSG00000164073	714	62
ENSG00000164073	753	62
ENSG00000164073	867	62
ENSG00000164073	207	62
ENSG00000164073	159	62
ENSG00000164073	383	62
ENSG00000164073	435	62
ENSG00000259918		1
ENSG00000237140		1
ENSG00000068650	3576	17
ENSG00000068650	3405	17
ENSG00000068650		17
ENSG00000068650	2807	17
ENSG00000068650	1058	17
ENSG00000068650	189	17
ENSG00000068650	866	17
ENSG00000068650	552	17
ENSG00000236378		1
ENSG00000219773		1
ENSG00000256357		1
ENSG00000253233		1
ENSG00000260645		2
ENSG00000184459	1524	4
ENSG00000184459	381	4
ENSG00000184459	249	4
ENSG00000229093		1
ENSG00000186910	1269	1
ENSG00000272425		1
ENSG00000189182	1737	3
ENSG00000189182	747	3
ENSG00000189182		3
ENSG00000038532	3162	13
ENSG00000038532	2721	13
ENSG00000038532		13
ENSG00000038532	386	13
ENSG00000038532	357	13
ENSG00000038532	457	13
ENSG00000038532	181	13
ENSG00000183251	933	1
ENSG00000274343		1
ENSG00000164694	5685	3
ENSG00000164694	5371	3
ENSG00000164694		3
ENSG00000167355		5
ENSG00000167355	939	5
ENSG00000167355	583	5
ENSG00000273090		1
ENSG00000147606	810	10
ENSG00000147606	621	10
ENSG00000147606	1971	10
ENSG00000147606	1992	10
ENSG00000147606	713	10
ENSG00000147606		10
ENSG00000147606	1068	10
ENSG00000170054	1014	10
ENSG00000170054	954	10
ENSG00000170054	861	10
ENSG00000170054	1254	10
ENSG00000170054	1308	10
ENSG00000170054	1008	10
ENSG00000170054	606	10
ENSG00000170054	819	10
ENSG00000170054		10
ENSG00000170634	123	9
ENSG00000170634		9
ENSG00000170634	519	9
ENSG00000170634	351	9
ENSG00000170634	294	9
ENSG00000170634	297	9
ENSG00000170634	300	9
ENSG00000170634	200	9
ENSG00000170634	252	9
ENSG00000223735		1
ENSG00000236359		1
ENSG00000176239	939	1
ENSG00000260597		1
ENSG00000230087		1
ENSG00000100121	409	7
ENSG00000100121	657	7
ENSG00000100121	394	7
ENSG00000100121	302	7
ENSG00000100121	759	7
ENSG00000100121	121	7
ENSG00000236248		1
ENSG00000184321		1
ENSG00000167360	954	1
ENSG00000139354	2085	9
ENSG00000139354		9
ENSG00000139354	148	9
ENSG00000139354	1773	9
ENSG00000139354	1176	9
ENSG00000248424		1
ENSG00000230484		1
ENSG00000181609	957	1
ENSG00000175520	1968	2
ENSG00000175520	663	2
ENSG00000154229	927	5
ENSG00000154229		5
ENSG00000154229	2019	5
ENSG00000154229	451	5
ENSG00000175518	1428	2
ENSG00000175518	1398	2
ENSG00000224295		1
ENSG00000100379	873	9
ENSG00000100379	945	9
ENSG00000100379	642	9
ENSG00000100379	314	9
ENSG00000100379	542	9
ENSG00000100379		9
ENSG00000100379	189	9
ENSG00000249633		1
ENSG00000248553		1
ENSG00000231049		4
ENSG00000271955		2
ENSG00000233646		1
ENSG00000086062	1197	2
ENSG00000086062	678	2
ENSG00000229534		1
ENSG00000234255		12
ENSG00000187747	1008	1
ENSG00000171402	336	2
ENSG00000250422		1
ENSG00000253251	753	2
ENSG00000253251	14	2
ENSG00000258086		1
ENSG00000121236	1467	12
ENSG00000121236	294	12
ENSG00000121236	942	12
ENSG00000121236	1389	12
ENSG00000121236	1551	12
ENSG00000121236		12
ENSG00000257467		11
ENSG00000242858		1
ENSG00000224918		1
ENSG00000286638		1
ENSG00000234896		1
ENSG00000288030		1
ENSG00000250816		1
ENSG00000273006		1
ENSG00000214074		1
ENSG00000165694	2145	4
ENSG00000165694	1785	4
ENSG00000165694	2100	4
ENSG00000165694		4
ENSG00000125991	1152	19
ENSG00000125991	1167	19
ENSG00000125991		19
ENSG00000125991	372	19
ENSG00000125991	1193	19
ENSG00000125991	357	19
ENSG00000125991	977	19
ENSG00000125991	472	19
ENSG00000125991	391	19
ENSG00000228033		3
ENSG00000234661		2
ENSG00000152348	378	9
ENSG00000152348	663	9
ENSG00000152348	109	9
ENSG00000152348	516	9
ENSG00000152348	555	9
ENSG00000152348		9
ENSG00000237979		1
ENSG00000279529		1
ENSG00000279717		1
ENSG00000277498		1
ENSG00000267450		1
ENSG00000229642		1
ENSG00000267961		1
ENSG00000227681		4
ENSG00000223727		3
ENSG00000287974		1
ENSG00000244502		1
ENSG00000106692	510	27
ENSG00000106692	1386	27
ENSG00000106692	927	27
ENSG00000106692	1218	27
ENSG00000106692	1293	27
ENSG00000106692	1191	27
ENSG00000106692		27
ENSG00000106692	171	27
ENSG00000106692	204	27
ENSG00000106692	231	27
ENSG00000106692	264	27
ENSG00000106692	333	27
ENSG00000106692	1347	27
ENSG00000106692	1353	27
ENSG00000106692	84	27
ENSG00000106692	27	27
ENSG00000106692	482	27
ENSG00000106692	313	27
ENSG00000267526		1
ENSG00000135537	1446	7
ENSG00000135537		7
ENSG00000135537	1049	7
ENSG00000135537	480	7
ENSG00000135537	242	7
ENSG00000165953	1245	3
ENSG00000285969		1
ENSG00000275562		1
ENSG00000259517		2
ENSG00000143951	1209	17
ENSG00000143951	2241	17
ENSG00000143951	1665	17
ENSG00000143951		17
ENSG00000143951	1764	17
ENSG00000143951	1857	17
ENSG00000143951	141	17
ENSG00000143951	25	17
ENSG00000143951	397	17
ENSG00000143951	254	17
ENSG00000154764	1050	3
ENSG00000154764		3
ENSG00000064490	250	15
ENSG00000064490	783	15
ENSG00000064490	717	15
ENSG00000064490	435	15
ENSG00000064490	564	15
ENSG00000064490		15
ENSG00000064490	714	15
ENSG00000064490	546	15
ENSG00000064490	144	15
ENSG00000064490	126	15
ENSG00000261357		1
ENSG00000141086		8
ENSG00000141086	795	8
ENSG00000141086	572	8
ENSG00000141086	570	8
ENSG00000266934		2
ENSG00000263680		1
ENSG00000158301	2517	5
ENSG00000266501		1
ENSG00000267452		9
ENSG00000064115	1713	19
ENSG00000064115		19
ENSG00000064115	666	19
ENSG00000064115	434	19
ENSG00000064115	244	19
ENSG00000064115	601	19
ENSG00000064115	459	19
ENSG00000064115	409	19
ENSG00000064115	386	19
ENSG00000064115	150	19
ENSG00000064115	260	19
ENSG00000064115	200	19
ENSG00000064115	111	19
ENSG00000064115	346	19
ENSG00000064115	349	19
ENSG00000129484	1713	11
ENSG00000129484	1752	11
ENSG00000129484	333	11
ENSG00000129484	1596	11
ENSG00000129484		11
ENSG00000129484	532	11
ENSG00000189221	1185	10
ENSG00000189221		10
ENSG00000189221	1584	10
ENSG00000189221	1479	10
ENSG00000189221	894	10
ENSG00000226238		1
ENSG00000128165	447	2
ENSG00000006282	132	28
ENSG00000006282	2409	28
ENSG00000006282	2361	28
ENSG00000006282	204	28
ENSG00000006282	171	28
ENSG00000006282		28
ENSG00000006282	1566	28
ENSG00000006282	742	28
ENSG00000006282	332	28
ENSG00000006282	2229	28
ENSG00000134121	3675	16
ENSG00000134121		16
ENSG00000134121	3627	16
ENSG00000134121	197	16
ENSG00000134121	290	16
ENSG00000134121	282	16
ENSG00000134121	543	16
ENSG00000134121	254	16
ENSG00000134121	1076	16
ENSG00000134121	3516	16
