GeneSymbol	CDS_length
ENSG00000140632	1662
ENSG00000140650	741
ENSG00000140675	2019
ENSG00000140678	3510
ENSG00000140682	1386
ENSG00000140688	1407
ENSG00000140691	3093
ENSG00000140694	1995
ENSG00000140718	1680
ENSG00000140740	1362
ENSG00000140743	1365
ENSG00000140749	726
ENSG00000140750	2646
ENSG00000140795	2460
ENSG00000140798	4080
ENSG00000140807	1413
ENSG00000140829	3684
ENSG00000140830	450
ENSG00000140832	1233
ENSG00000140835	1161
ENSG00000140836	11112
ENSG00000140839	1368
ENSG00000140848	1647
ENSG00000140853	5601
ENSG00000140854	1968
ENSG00000140859	2547
ENSG00000140873	3666
ENSG00000140876	717
ENSG00000140905	522
ENSG00000140931	549
ENSG00000140932	747
ENSG00000140937	2391
ENSG00000140939	813
ENSG00000140941	378
ENSG00000140943	3159
ENSG00000140945	2283
ENSG00000140948	3261
ENSG00000140950	1371
ENSG00000140955	1998
ENSG00000140961	1434
ENSG00000140968	1281
ENSG00000140983	1857
ENSG00000140986	1224
ENSG00000140987	2094
ENSG00000140988	882
ENSG00000140990	519
ENSG00000140992	1671
ENSG00000140993	1650
ENSG00000140995	1539
ENSG00000141002	2031
ENSG00000141012	1569
ENSG00000141013	1437
ENSG00000141026	441
ENSG00000141027	7323
ENSG00000141030	1272
ENSG00000141034	930
ENSG00000141040	2286
ENSG00000141052	2961
ENSG00000141068	2787
ENSG00000141076	2103
ENSG00000141084	1953
ENSG00000141086	795
ENSG00000141096	1542
ENSG00000141098	1158
ENSG00000141101	1239
ENSG00000141127	1110
ENSG00000141161	2796
ENSG00000141179	660
ENSG00000141194	933
ENSG00000141198	1431
ENSG00000141200	2022
ENSG00000141219	1830
ENSG00000141232	1038
ENSG00000141252	2499
ENSG00000141255	1092
ENSG00000141258	3156
ENSG00000141279	2775
ENSG00000141293	1080
ENSG00000141294	966
ENSG00000141295	1302
ENSG00000141298	4353
ENSG00000141314	1248
ENSG00000141316	648
ENSG00000141337	1578
ENSG00000141338	4866
ENSG00000141349	1041
ENSG00000141367	5040
ENSG00000141371	711
ENSG00000141376	2853
ENSG00000141378	543
ENSG00000141380	1257
ENSG00000141384	2604
ENSG00000141385	2394
ENSG00000141391	543
ENSG00000141401	867
ENSG00000141404	1377
ENSG00000141424	2268
ENSG00000141425	939
ENSG00000141428	663
ENSG00000141429	1680
ENSG00000141431	6747
ENSG00000141433	531
ENSG00000141434	2106
ENSG00000141437	924
ENSG00000141441	2631
ENSG00000141446	2523
ENSG00000141447	2853
ENSG00000141448	1788
ENSG00000141449	5772
ENSG00000141452	1974
ENSG00000141456	3543
ENSG00000141458	3837
ENSG00000141469	1338
ENSG00000141480	1293
ENSG00000141485	1707
ENSG00000141497	2253
ENSG00000141499	1647
ENSG00000141503	3999
ENSG00000141504	513
ENSG00000141505	876
ENSG00000141506	2643
ENSG00000141510	1233
ENSG00000141519	3429
ENSG00000141522	748
ENSG00000141524	2418
ENSG00000141526	1398
ENSG00000141527	3042
ENSG00000141540	1605
ENSG00000141542	837
ENSG00000141543	1236
ENSG00000141551	1284
ENSG00000141552	591
ENSG00000141556	3846
ENSG00000141560	930
ENSG00000141562	1509
ENSG00000141564	4008
ENSG00000141568	1983
ENSG00000141569	1554
ENSG00000141570	1170
ENSG00000141574	747
ENSG00000141576	2043
ENSG00000141577	3252
ENSG00000141579	2172
ENSG00000141580	1035
ENSG00000141582	1683
ENSG00000141622	1041
ENSG00000141627	2175
ENSG00000141639	1764
ENSG00000141642	1092
ENSG00000141644	1968
ENSG00000141646	1659
ENSG00000141655	1851
ENSG00000141664	3537
ENSG00000141665	1533
ENSG00000141668	675
ENSG00000141682	411
ENSG00000141696	1314
ENSG00000141698	903
ENSG00000141699	1401
ENSG00000141736	3768
ENSG00000141738	1668
ENSG00000141741	351
ENSG00000141744	849
ENSG00000141748	540
ENSG00000141750	1236
ENSG00000141753	777
ENSG00000141756	1749
ENSG00000141759	429
ENSG00000141837	7539
ENSG00000141854	1086
ENSG00000141858	1299
ENSG00000141867	4089
ENSG00000141873	972
ENSG00000141905	1593
ENSG00000141933	873
ENSG00000141934	930
ENSG00000141946	1419
ENSG00000141956	3624
ENSG00000141959	2343
ENSG00000141965	2010
ENSG00000141968	2538
ENSG00000141971	822
ENSG00000141977	564
ENSG00000141985	1107
ENSG00000141994	1953
ENSG00000142002	2679
ENSG00000142025	1257
ENSG00000142039	1032
ENSG00000142046	573
ENSG00000142065	1602
ENSG00000142082	1200
ENSG00000142089	559
ENSG00000142102	2295
ENSG00000142149	2145
ENSG00000142156	3087
ENSG00000142166	1674
ENSG00000142168	465
ENSG00000142173	3060
ENSG00000142178	2352
ENSG00000142182	1164
ENSG00000142185	4662
ENSG00000142186	2427
ENSG00000142188	477
ENSG00000142192	2313
ENSG00000142197	6897
ENSG00000142207	6816
ENSG00000142208	1518
ENSG00000142224	534
ENSG00000142227	492
ENSG00000142230	1041
ENSG00000142233	1470
ENSG00000142235	4461
ENSG00000142252	396
ENSG00000142273	1425
ENSG00000142279	1293
ENSG00000142303	3312
ENSG00000142319	1863
ENSG00000142327	2178
ENSG00000142330	2019
ENSG00000142347	3297
ENSG00000142396	349
ENSG00000142405	3189
ENSG00000142408	1278
ENSG00000142409	1149
ENSG00000142444	783
ENSG00000142449	8556
ENSG00000142453	1827
ENSG00000142459	2418
ENSG00000142484	594
ENSG00000142494	1761
ENSG00000142507	720
ENSG00000142511	1071
ENSG00000142512	2094
ENSG00000142513	1281
ENSG00000142515	788
ENSG00000142528	2616
ENSG00000142530	744
ENSG00000142534	477
ENSG00000142538	303
ENSG00000142541	632
ENSG00000142544	1047
ENSG00000142546	915
ENSG00000142549	1011
ENSG00000142552	987
ENSG00000142556	1758
ENSG00000142583	1506
ENSG00000142599	4701
ENSG00000142606	2340
ENSG00000142609	4920
ENSG00000142611	3831
ENSG00000142615	810
ENSG00000142619	1995
ENSG00000142621	4440
ENSG00000142623	1992
ENSG00000142627	2931
ENSG00000142632	2409
ENSG00000142634	723
ENSG00000142655	1134
ENSG00000142657	1452
ENSG00000142661	4314
ENSG00000142669	282
ENSG00000142675	2163
ENSG00000142676	537
ENSG00000142677	1725
ENSG00000142684	471
ENSG00000142686	690
ENSG00000142687	3150
ENSG00000142694	498
ENSG00000142698	1797
ENSG00000142700	1629
ENSG00000142731	2913
ENSG00000142733	3867
ENSG00000142748	900
ENSG00000142751	933
ENSG00000142765	1689
ENSG00000142784	2034
ENSG00000142789	813
ENSG00000142794	1902
ENSG00000142798	13176
ENSG00000142856	651
ENSG00000142864	1227
ENSG00000142867	702
ENSG00000142871	1146
ENSG00000142875	1197
ENSG00000142892	1188
ENSG00000142910	1404
ENSG00000142920	1443
ENSG00000142937	627
ENSG00000142945	2178
ENSG00000142949	5724
ENSG00000142959	1422
ENSG00000142961	651
ENSG00000142973	1539
ENSG00000143001	633
ENSG00000143006	1029
ENSG00000143013	498
ENSG00000143028	819
ENSG00000143032	1164
ENSG00000143033	1782
ENSG00000143036	1962
ENSG00000143061	3645
ENSG00000143067	1638
ENSG00000143079	1920
ENSG00000143093	2514
ENSG00000143105	1536
ENSG00000143106	726
ENSG00000143107	2202
ENSG00000143110	468
ENSG00000143119	660
ENSG00000143125	318
ENSG00000143126	8772
ENSG00000143127	3504
ENSG00000143147	1650
ENSG00000143149	1557
ENSG00000143153	957
ENSG00000143155	819
ENSG00000143156	1131
ENSG00000143157	1830
ENSG00000143158	384
ENSG00000143162	768
ENSG00000143164	2856
ENSG00000143167	960
ENSG00000143171	1392
ENSG00000143178	1347
ENSG00000143179	786
ENSG00000143183	720
ENSG00000143184	345
ENSG00000143185	345
ENSG00000143190	2301
ENSG00000143194	1305
ENSG00000143195	1920
ENSG00000143196	606
ENSG00000143198	501
ENSG00000143199	4833
ENSG00000143207	2196
ENSG00000143217	1533
ENSG00000143222	504
ENSG00000143224	1434
ENSG00000143226	954
ENSG00000143228	1395
ENSG00000143248	606
ENSG00000143252	510
ENSG00000143256	465
ENSG00000143257	1074
ENSG00000143258	1698
ENSG00000143278	1986
ENSG00000143294	1476
ENSG00000143297	2934
ENSG00000143303	1428
ENSG00000143314	651
ENSG00000143315	1272
ENSG00000143318	1191
ENSG00000143319	1062
ENSG00000143320	417
ENSG00000143321	771
ENSG00000143322	3549
ENSG00000143324	2091
ENSG00000143333	609
ENSG00000143337	1800
ENSG00000143340	504
ENSG00000143341	16908
ENSG00000143344	2412
ENSG00000143353	714
ENSG00000143355	1194
ENSG00000143363	1365
ENSG00000143365	1557
ENSG00000143367	1173
ENSG00000143368	1275
ENSG00000143369	1704
ENSG00000143373	3714
ENSG00000143374	2157
ENSG00000143375	3612
ENSG00000143376	1626
ENSG00000143379	3879
ENSG00000143382	3294
ENSG00000143384	1053
ENSG00000143387	1167
ENSG00000143390	1851
ENSG00000143393	2487
ENSG00000143398	1689
ENSG00000143401	807
ENSG00000143409	1410
ENSG00000143412	1038
ENSG00000143416	1545
ENSG00000143418	1143
ENSG00000143420	564
ENSG00000143434	2889
ENSG00000143436	804
ENSG00000143437	2370
ENSG00000143442	4233
ENSG00000143443	1026
ENSG00000143450	708
ENSG00000143452	1185
ENSG00000143457	858
ENSG00000143458	1347
ENSG00000143469	2595
ENSG00000143473	2970
ENSG00000143476	2193
ENSG00000143479	1767
ENSG00000143486	1755
ENSG00000143493	2889
ENSG00000143494	1068
ENSG00000143498	1353
ENSG00000143499	1302
ENSG00000143502	1689
ENSG00000143507	1449
ENSG00000143512	2175
ENSG00000143514	3405
ENSG00000143515	3672
ENSG00000143520	7176
ENSG00000143536	1488
ENSG00000143537	2592
ENSG00000143543	441
ENSG00000143545	612
ENSG00000143546	282
ENSG00000143549	858
ENSG00000143552	5667
ENSG00000143553	411
ENSG00000143554	2436
ENSG00000143556	306
ENSG00000143569	3264
ENSG00000143570	975
ENSG00000143575	864
ENSG00000143578	1188
ENSG00000143590	717
ENSG00000143595	906
ENSG00000143603	2241
ENSG00000143612	762
ENSG00000143614	1782
ENSG00000143621	1173
ENSG00000143622	711
ENSG00000143624	3129
ENSG00000143627	1725
ENSG00000143630	2325
ENSG00000143631	12186
ENSG00000143632	1134
ENSG00000143633	882
ENSG00000143641	1716
ENSG00000143643	2583
ENSG00000143653	1290
ENSG00000143669	11406
ENSG00000143674	3111
ENSG00000143702	4755
ENSG00000143727	477
ENSG00000143740	1572
ENSG00000143742	261
ENSG00000143748	2571
ENSG00000143751	1356
ENSG00000143753	972
ENSG00000143756	1107
ENSG00000143761	546
ENSG00000143768	1101
ENSG00000143771	420
ENSG00000143772	2841
ENSG00000143774	818
ENSG00000143776	5265
ENSG00000143786	483
ENSG00000143793	792
ENSG00000143797	1563
ENSG00000143799	3045
ENSG00000143801	1584
ENSG00000143811	963
ENSG00000143815	1848
ENSG00000143816	1098
ENSG00000143819	1368
ENSG00000143839	1221
ENSG00000143842	1869
ENSG00000143845	1185
ENSG00000143847	3633
ENSG00000143850	3519
ENSG00000143851	1200
ENSG00000143858	1260
ENSG00000143862	561
ENSG00000143867	801
ENSG00000143869	1353
ENSG00000143870	1479
ENSG00000143878	591
ENSG00000143882	1314
ENSG00000143889	1629
ENSG00000143891	1029
ENSG00000143919	972
ENSG00000143921	2022
ENSG00000143924	2979
ENSG00000143933	591
ENSG00000143942	555
ENSG00000143947	471
ENSG00000143951	2241
ENSG00000143952	2934
ENSG00000143954	528
ENSG00000143970	4308
ENSG00000143971	2781
ENSG00000143977	291
ENSG00000143994	1218
ENSG00000143995	1392
ENSG00000144010	1341
ENSG00000144015	1341
ENSG00000144021	1020
ENSG00000144026	1203
ENSG00000144028	6411
ENSG00000144029	1293
ENSG00000144031	1593
ENSG00000144034	645
ENSG00000144035	684
ENSG00000144036	2448
ENSG00000144040	1023
ENSG00000144043	591
ENSG00000144045	2154
ENSG00000144048	1134
ENSG00000144057	1590
ENSG00000144061	2202
ENSG00000144063	462
ENSG00000144115	1455
ENSG00000144118	621
ENSG00000144119	864
ENSG00000144120	936
ENSG00000144130	1497
ENSG00000144134	717
ENSG00000144136	2040
ENSG00000144152	1320
ENSG00000144161	876
ENSG00000144182	1122
ENSG00000144191	2085
ENSG00000144199	945
ENSG00000144214	585
ENSG00000144218	3756
ENSG00000144224	1527
ENSG00000144227	795
ENSG00000144228	1179
ENSG00000144229	4821
ENSG00000144230	1104
ENSG00000144231	429
ENSG00000144233	1068
ENSG00000144278	1686
ENSG00000144283	3579
ENSG00000144285	6030
ENSG00000144290	3357
ENSG00000144306	1275
ENSG00000144320	1380
ENSG00000144331	1461
ENSG00000144339	1125
ENSG00000144354	1353
ENSG00000144355	768
ENSG00000144357	5667
ENSG00000144362	726
ENSG00000144366	915
ENSG00000144369	2481
ENSG00000144381	1722
ENSG00000144395	3306
ENSG00000144401	711
ENSG00000144406	9975
ENSG00000144407	1653
ENSG00000144410	1125
ENSG00000144426	8172
ENSG00000144445	2964
ENSG00000144451	1896
ENSG00000144452	7788
ENSG00000144455	1281
ENSG00000144460	1962
ENSG00000144468	948
ENSG00000144476	1089
ENSG00000144481	3315
ENSG00000144485	675
ENSG00000144488	3018
ENSG00000144504	3093
ENSG00000144524	837
ENSG00000144535	2658
ENSG00000144550	1662
ENSG00000144554	4416
ENSG00000144559	1359
ENSG00000144560	891
ENSG00000144566	648
ENSG00000144567	1632
ENSG00000144579	788
ENSG00000144580	996
ENSG00000144583	1233
ENSG00000144589	3267
ENSG00000144591	1422
ENSG00000144596	3423
ENSG00000144597	807
ENSG00000144619	3081
ENSG00000144635	1572
ENSG00000144642	1692
ENSG00000144644	1566
ENSG00000144645	2295
ENSG00000144647	1743
ENSG00000144648	1155
ENSG00000144649	1728
ENSG00000144655	1770
ENSG00000144659	915
ENSG00000144668	3108
ENSG00000144671	1785
ENSG00000144674	6732
ENSG00000144677	831
ENSG00000144681	1209
ENSG00000144711	3669
ENSG00000144712	3711
ENSG00000144713	462
ENSG00000144724	4338
ENSG00000144730	2220
ENSG00000144736	1734
ENSG00000144741	825
ENSG00000144744	1392
ENSG00000144746	567
ENSG00000144747	3291
ENSG00000144749	3282
ENSG00000144771	1038
ENSG00000144791	2031
ENSG00000144792	996
ENSG00000144802	2157
ENSG00000144810	2235
ENSG00000144815	1680
ENSG00000144820	2394
ENSG00000144821	5781
ENSG00000144824	3762
ENSG00000144827	921
ENSG00000144834	600
ENSG00000144837	1371
ENSG00000144840	711
ENSG00000144843	1074
ENSG00000144847	1296
ENSG00000144848	945
ENSG00000144852	1422
ENSG00000144857	3348
ENSG00000144867	816
ENSG00000144868	1728
ENSG00000144891	1080
ENSG00000144893	6543
ENSG00000144895	1758
ENSG00000144908	2739
ENSG00000144909	2244
ENSG00000144935	2382
ENSG00000144959	1347
ENSG00000144962	1710
ENSG00000145002	993
ENSG00000145012	1839
ENSG00000145014	1428
ENSG00000145016	2919
ENSG00000145020	1212
ENSG00000145022	312
ENSG00000145029	642
ENSG00000145040	339
ENSG00000145041	4524
ENSG00000145050	549
ENSG00000145087	3561
ENSG00000145088	792
ENSG00000145103	1641
ENSG00000145107	900
ENSG00000145113	16239
ENSG00000145147	4629
ENSG00000145191	2190
ENSG00000145192	1107
ENSG00000145194	2436
ENSG00000145198	3729
ENSG00000145214	2829
ENSG00000145216	1785
ENSG00000145217	2106
ENSG00000145220	1140
ENSG00000145241	2832
ENSG00000145242	3117
ENSG00000145244	3129
ENSG00000145246	4281
ENSG00000145247	465
ENSG00000145248	1314
ENSG00000145283	1134
ENSG00000145284	993
ENSG00000145287	348
ENSG00000145293	786
ENSG00000145309	1188
ENSG00000145321	1482
ENSG00000145331	1020
ENSG00000145332	1863
ENSG00000145335	480
ENSG00000145337	345
ENSG00000145348	2682
ENSG00000145349	1602
ENSG00000145354	438
ENSG00000145358	582
ENSG00000145362	11988
ENSG00000145365	555
ENSG00000145375	2751
ENSG00000145384	399
ENSG00000145386	1299
ENSG00000145388	1371
ENSG00000145390	3222
ENSG00000145391	1101
ENSG00000145414	1485
ENSG00000145416	1638
ENSG00000145423	888
ENSG00000145425	795
ENSG00000145428	987
ENSG00000145431	1038
ENSG00000145439	714
ENSG00000145451	1395
ENSG00000145476	1578
ENSG00000145491	693
ENSG00000145494	519
ENSG00000145495	2733
ENSG00000145506	1356
ENSG00000145526	2373
ENSG00000145536	3675
ENSG00000145545	780
ENSG00000145555	6210
ENSG00000145569	1071
ENSG00000145592	294
ENSG00000145604	1377
ENSG00000145623	2940
ENSG00000145626	1572
ENSG00000145632	2058
ENSG00000145642	483
ENSG00000145649	789
ENSG00000145675	2175
ENSG00000145681	1065
ENSG00000145685	687
ENSG00000145687	1110
ENSG00000145692	1221
ENSG00000145700	5793
ENSG00000145703	4728
ENSG00000145708	969
ENSG00000145715	3144
ENSG00000145721	849
ENSG00000145723	1569
ENSG00000145725	3837
ENSG00000145730	2925
ENSG00000145734	7875
ENSG00000145736	1188
ENSG00000145740	2298
ENSG00000145741	621
ENSG00000145743	2106
ENSG00000145757	765
ENSG00000145777	480
ENSG00000145779	633
ENSG00000145780	1854
ENSG00000145781	609
ENSG00000145782	423
ENSG00000145794	3423
ENSG00000145808	3642
ENSG00000145817	774
ENSG00000145819	2445
ENSG00000145824	336
ENSG00000145826	456
ENSG00000145832	1101
ENSG00000145833	3099
ENSG00000145839	435
ENSG00000145850	1137
ENSG00000145860	2082
ENSG00000145861	993
ENSG00000145863	1362
ENSG00000145864	1539
ENSG00000145868	3567
ENSG00000145879	258
ENSG00000145882	1485
ENSG00000145888	1374
ENSG00000145901	1911
ENSG00000145907	1431
ENSG00000145908	1863
ENSG00000145911	1635
ENSG00000145912	462
ENSG00000145916	1182
ENSG00000145919	558
ENSG00000145920	405
ENSG00000145934	8325
ENSG00000145936	576
ENSG00000145945	978
ENSG00000145949	1167
ENSG00000145975	1929
ENSG00000145979	882
ENSG00000145982	1356
ENSG00000145990	1173
ENSG00000145996	1740
ENSG00000146005	2316
ENSG00000146006	1551
ENSG00000146007	600
ENSG00000146013	1203
ENSG00000146021	1764
ENSG00000146038	1431
ENSG00000146039	1494
ENSG00000146047	384
ENSG00000146049	255
ENSG00000146054	1536
ENSG00000146063	1893
ENSG00000146066	321
ENSG00000146067	2469
ENSG00000146070	1326
ENSG00000146072	1968
ENSG00000146083	1299
ENSG00000146085	2253
ENSG00000146090	1401
ENSG00000146094	1323
ENSG00000146109	819
ENSG00000146112	1842
ENSG00000146122	3234
ENSG00000146143	1788
ENSG00000146147	2982
ENSG00000146151	1113
ENSG00000146166	1530
ENSG00000146192	1968
ENSG00000146197	2982
ENSG00000146205	2802
ENSG00000146215	654
ENSG00000146216	3966
ENSG00000146221	1506
ENSG00000146223	768
ENSG00000146232	1503
ENSG00000146233	1410
ENSG00000146242	1263
ENSG00000146243	783
ENSG00000146247	5466
ENSG00000146250	1242
ENSG00000146263	3732
ENSG00000146267	1230
ENSG00000146276	1440
ENSG00000146278	984
ENSG00000146281	1311
ENSG00000146282	1827
ENSG00000146285	1245
ENSG00000146350	3897
ENSG00000146352	984
ENSG00000146360	1134
ENSG00000146373	1629
ENSG00000146374	879
ENSG00000146376	1992
ENSG00000146378	1056
ENSG00000146383	1038
ENSG00000146385	1029
ENSG00000146386	246
ENSG00000146399	1020
ENSG00000146409	1371
ENSG00000146410	1158
ENSG00000146411	1854
ENSG00000146414	5064
ENSG00000146416	738
ENSG00000146425	342
ENSG00000146426	5193
ENSG00000146433	1551
ENSG00000146453	1596
ENSG00000146457	1191
ENSG00000146463	4647
ENSG00000146469	513
ENSG00000146476	1326
ENSG00000146477	1671
ENSG00000146530	4773
ENSG00000146535	1146
ENSG00000146540	585
ENSG00000146555	6642
ENSG00000146574	1449
ENSG00000146576	1350
ENSG00000146587	2145
ENSG00000146592	1527
ENSG00000146618	501
ENSG00000146648	3633
ENSG00000146670	924
ENSG00000146674	894
ENSG00000146676	939
ENSG00000146678	780
ENSG00000146700	1728
ENSG00000146701	1017
ENSG00000146707	752
ENSG00000146729	861
ENSG00000146731	1596
ENSG00000146733	678
ENSG00000146755	1464
ENSG00000146757	1761
ENSG00000146776	2586
ENSG00000146802	2094
ENSG00000146809	1767
ENSG00000146826	1743
ENSG00000146828	2745
ENSG00000146830	3108
ENSG00000146833	1503
ENSG00000146834	2070
ENSG00000146839	8439
ENSG00000146842	1686
ENSG00000146856	2763
ENSG00000146857	1140
ENSG00000146858	903
ENSG00000146859	558
ENSG00000146872	2319
ENSG00000146904	2931
ENSG00000146909	2583
ENSG00000146910	438
ENSG00000146918	3471
ENSG00000146926	1404
ENSG00000146955	654
ENSG00000146963	1179
ENSG00000146966	3030
ENSG00000147316	2673
ENSG00000147324	3159
ENSG00000147364	1104
ENSG00000147408	1599
ENSG00000147416	1536
ENSG00000147419	627
ENSG00000147421	1332
ENSG00000147432	1377
ENSG00000147434	1485
ENSG00000147437	279
ENSG00000147439	762
ENSG00000147443	1239
ENSG00000147454	1017
ENSG00000147457	1362
ENSG00000147459	5613
ENSG00000147465	858
ENSG00000147471	828
ENSG00000147475	1020
ENSG00000147481	1554
ENSG00000147485	4392
ENSG00000147488	3144
ENSG00000147509	1167
ENSG00000147526	2418
ENSG00000147533	414
ENSG00000147535	795
ENSG00000147536	672
ENSG00000147548	4314
ENSG00000147570	600
ENSG00000147571	591
ENSG00000147573	1647
ENSG00000147576	1404
ENSG00000147586	564
ENSG00000147588	399
ENSG00000147592	867
ENSG00000147596	1716
ENSG00000147601	1350
ENSG00000147604	747
ENSG00000147606	1992
ENSG00000147613	1158
ENSG00000147614	1053
ENSG00000147642	2007
ENSG00000147647	1560
ENSG00000147649	1749
ENSG00000147650	2580
ENSG00000147654	777
ENSG00000147655	732
ENSG00000147669	204
ENSG00000147676	531
ENSG00000147677	1101
ENSG00000147679	750
ENSG00000147684	666
ENSG00000147687	966
ENSG00000147689	1305
ENSG00000147697	1527
ENSG00000147724	4221
ENSG00000147789	2160
ENSG00000147799	3345
ENSG00000147804	1944
ENSG00000147813	1753
ENSG00000147852	2622
ENSG00000147853	684
ENSG00000147854	2409
ENSG00000147862	1713
ENSG00000147869	804
ENSG00000147872	1314
ENSG00000147873	570
ENSG00000147874	2868
ENSG00000147883	417
ENSG00000147885	570
ENSG00000147889	504
ENSG00000147894	1479
ENSG00000147896	624
ENSG00000147905	1632
ENSG00000147912	2871
ENSG00000147955	672
ENSG00000148019	2184
ENSG00000148053	2517
ENSG00000148057	564
ENSG00000148082	1785
ENSG00000148090	1020
ENSG00000148110	1521
ENSG00000148120	2460
ENSG00000148123	978
ENSG00000148136	957
ENSG00000148143	7521
ENSG00000148153	315
ENSG00000148154	1185
ENSG00000148156	1248
ENSG00000148158	1314
ENSG00000148175	867
ENSG00000148180	2349
ENSG00000148187	789
ENSG00000148200	1443
ENSG00000148204	3858
ENSG00000148215	963
ENSG00000148218	993
ENSG00000148219	4020
ENSG00000148225	1104
ENSG00000148229	444
ENSG00000148248	810
ENSG00000148288	1044
ENSG00000148290	903
ENSG00000148291	771
ENSG00000148296	1086
ENSG00000148297	603
ENSG00000148300	1269
ENSG00000148303	801
ENSG00000148308	1581
ENSG00000148331	1266
ENSG00000148334	1134
ENSG00000148335	672
ENSG00000148337	2865
ENSG00000148339	1626
ENSG00000148341	1215
ENSG00000148343	1782
ENSG00000148344	459
ENSG00000148346	603
ENSG00000148356	2253
ENSG00000148358	1803
ENSG00000148362	615
ENSG00000148377	684
ENSG00000148384	1935
ENSG00000148386	474
ENSG00000148396	7074
ENSG00000148399	1359
ENSG00000148400	7668
ENSG00000148408	7020
ENSG00000148411	1764
ENSG00000148426	1308
ENSG00000148429	2556
ENSG00000148444	588
ENSG00000148450	549
ENSG00000148459	1248
ENSG00000148468	2673
ENSG00000148481	1338
ENSG00000148482	2076
ENSG00000148483	1056
ENSG00000148484	834
ENSG00000148488	1197
ENSG00000148498	4071
ENSG00000148513	4551
ENSG00000148516	3378
ENSG00000148541	1821
ENSG00000148572	864
ENSG00000148584	1809
ENSG00000148600	2580
ENSG00000148602	1872
ENSG00000148604	933
ENSG00000148606	4173
ENSG00000148634	3174
ENSG00000148655	681
ENSG00000148660	1767
ENSG00000148671	231
ENSG00000148672	1677
ENSG00000148677	960
ENSG00000148680	1440
ENSG00000148688	969
ENSG00000148690	948
ENSG00000148700	2121
ENSG00000148702	1683
ENSG00000148704	1005
ENSG00000148719	1230
ENSG00000148730	363
ENSG00000148734	1293
ENSG00000148735	1398
ENSG00000148737	1860
ENSG00000148773	9771
ENSG00000148795	1530
ENSG00000148798	1500
ENSG00000148803	465
ENSG00000148814	1593
ENSG00000148824	1005
ENSG00000148826	834
ENSG00000148832	1536
ENSG00000148834	726
ENSG00000148835	2403
ENSG00000148840	4995
ENSG00000148841	1644
ENSG00000148842	2628
ENSG00000148843	5619
ENSG00000148848	2730
ENSG00000148908	546
ENSG00000148925	1452
ENSG00000148926	558
ENSG00000148935	942
ENSG00000148942	1857
ENSG00000148943	594
ENSG00000148948	1923
ENSG00000148950	501
ENSG00000148965	393
ENSG00000148985	948
ENSG00000149016	2739
ENSG00000149021	276
ENSG00000149043	1206
ENSG00000149050	1821
ENSG00000149054	1554
ENSG00000149084	939
ENSG00000149089	729
ENSG00000149090	2214
ENSG00000149091	3354
ENSG00000149100	1125
ENSG00000149115	5190
ENSG00000149124	891
ENSG00000149131	1632
ENSG00000149133	945
ENSG00000149136	2130
ENSG00000149150	1680
ENSG00000149177	4014
ENSG00000149179	1014
ENSG00000149182	1566
ENSG00000149187	1545
ENSG00000149196	594
ENSG00000149201	1959
ENSG00000149212	1479
ENSG00000149218	1503
ENSG00000149231	1635
ENSG00000149243	1752
ENSG00000149256	8310
ENSG00000149257	1257
ENSG00000149260	2043
ENSG00000149262	2892
ENSG00000149269	1662
ENSG00000149273	780
ENSG00000149289	2655
ENSG00000149292	2199
ENSG00000149294	2655
ENSG00000149295	1338
ENSG00000149300	372
ENSG00000149305	1326
ENSG00000149308	4284
ENSG00000149311	9171
ENSG00000149313	930
ENSG00000149328	1911
ENSG00000149346	1227
ENSG00000149357	486
ENSG00000149380	1815
ENSG00000149403	2871
ENSG00000149418	2568
ENSG00000149428	3003
ENSG00000149435	678
ENSG00000149451	2442
ENSG00000149452	1629
ENSG00000149474	2349
ENSG00000149476	1728
ENSG00000149480	2007
ENSG00000149483	582
ENSG00000149485	1506
ENSG00000149488	2721
ENSG00000149489	1056
ENSG00000149499	2754
ENSG00000149503	2757
ENSG00000149506	1917
ENSG00000149507	477
ENSG00000149516	645
ENSG00000149527	4251
ENSG00000149532	1545
ENSG00000149534	735
ENSG00000149541	1008
ENSG00000149547	1023
ENSG00000149548	2889
ENSG00000149554	1479
ENSG00000149557	1179
ENSG00000149564	1173
ENSG00000149571	2337
ENSG00000149573	648
ENSG00000149575	648
ENSG00000149577	2568
ENSG00000149582	1146
ENSG00000149591	606
ENSG00000149596	2091
ENSG00000149599	888
ENSG00000149600	603
ENSG00000149609	462
ENSG00000149633	3603
ENSG00000149634	684
ENSG00000149635	1701
ENSG00000149636	1071
ENSG00000149639	4986
ENSG00000149646	1731
ENSG00000149651	300
ENSG00000149654	2487
ENSG00000149657	1158
ENSG00000149658	1680
ENSG00000149679	1437
ENSG00000149716	666
ENSG00000149735	390
ENSG00000149742	1662
ENSG00000149743	768
ENSG00000149761	912
ENSG00000149781	2004
ENSG00000149782	3705
ENSG00000149792	501
ENSG00000149798	633
ENSG00000149806	402
ENSG00000149809	1257
ENSG00000149823	2349
ENSG00000149922	1311
ENSG00000149923	924
ENSG00000149925	1257
ENSG00000149926	825
ENSG00000149927	1203
ENSG00000149929	1671
ENSG00000149930	3708
ENSG00000149932	723
ENSG00000149948	444
ENSG00000149968	1434
ENSG00000149972	3303
ENSG00000150045	696
ENSG00000150048	843
ENSG00000150051	1059
